"seqnames"	"start"	"end"	"width"	"strand"	"peak"	"feature"	"start_position"	"end_position"	"feature_strand"	"insideFeature"	"distancetoFeature"	"shortestDistance"	"fromOverlappingOrNearest"
"chr11"	2167491	2167723	233	"*"	"0203"	"ENSG00000284779"	2150342	2170833	"-"	"inside"	3226	3110	"shortestDistance"
"chr11"	2473194	2473493	300	"*"	"0204"	"ENSG00000053918"	2466221	2870340	"+"	"inside"	7123	6973	"shortestDistance"
"chr11"	3220549	3220863	315	"*"	"0205"	"ENSG00000234791"	3210776	3211159	"+"	"downstream"	9930	9390	"shortestDistance"
"chr11"	4258108	4258561	454	"*"	"0206"	"ENSG00000284018"	4254518	4255102	"+"	"downstream"	3816	3006	"shortestDistance"
"chr11"	4590370	4590801	432	"*"	"0207"	"ENSG00000171987"	4592653	4599050	"-"	"downstream"	8464	1852	"shortestDistance"
"chr11"	6280541	6280562	22	"*"	"0208"	"ENSG00000110148"	6281036	6293292	"+"	"upstream"	-484	474	"shortestDistance"
"chr11"	7273475	7273788	314	"*"	"0209"	"ENSG00000170743"	7273135	7490274	"+"	"inside"	497	340	"shortestDistance"
"chr11"	8892479	8892827	349	"*"	"0210"	"ENSG00000202276"	8898964	8899065	"-"	"downstream"	6412	6137	"shortestDistance"
"chr11"	9111064	9111439	376	"*"	"0211"	"ENSG00000286935"	9110830	9112003	"+"	"inside"	422	234	"shortestDistance"
"chr11"	11023265	11024214	950	"*"	"0212"	"ENSG00000247271"	10879766	10930519	"+"	"downstream"	143974	92746	"shortestDistance"
"chr11"	11204272	11204629	358	"*"	"0213"	"ENSG00000254401"	11139401	11205158	"+"	"inside"	65049	529	"shortestDistance"
"chr11"	16812681	16813103	423	"*"	"0214"	"ENSG00000166689"	16798844	17035961	"-"	"inside"	223069	13837	"shortestDistance"
"chr11"	17717180	17717943	764	"*"	"0215"	"ENSG00000255335"	17716816	17718532	"-"	"inside"	970	364	"shortestDistance"
"chr11"	18210998	18211176	179	"*"	"0216"	"ENSG00000255470"	18161733	18211042	"-"	"overlapStart"	-45	44	"shortestDistance"
"chr11"	20178004	20178322	319	"*"	"0217"	"ENSG00000109851"	20177701	20182159	"-"	"inside"	3996	303	"shortestDistance"
"chr11"	44761327	44761631	305	"*"	"0218"	"ENSG00000157570"	44748662	44952883	"+"	"inside"	12817	12665	"shortestDistance"
"chr11"	45123248	45123724	477	"*"	"0219"	"ENSG00000019485"	45117357	45246459	"+"	"inside"	6129	5891	"shortestDistance"
"chr11"	57379033	57379274	242	"*"	"0220"	"ENSG00000149131"	57364991	57382326	"+"	"inside"	14163	3052	"shortestDistance"
"chr11"	57640978	57641228	251	"*"	"0221"	"ENSG00000255303"	57629420	57641060	"-"	"overlapStart"	-43	82	"shortestDistance"
"chr11"	62751108	62751456	349	"*"	"0222"	"ENSG00000197901"	62744069	62752455	"-"	"inside"	1173	999	"shortestDistance"
"chr11"	64197207	64197519	313	"*"	"0223"	"ENSG00000231492"	64187783	64188542	"+"	"downstream"	9580	8665	"shortestDistance"
"chr11"	64443234	64443664	431	"*"	"0224"	"ENSG00000237410"	64413871	64427153	"+"	"downstream"	29578	16081	"shortestDistance"
"chr11"	65571336	65571755	420	"*"	"0225"	"ENSG00000255404"	65563417	65564690	"-"	"upstream"	-6856	6646	"shortestDistance"
"chr11"	71118399	71118685	287	"*"	"0226"	"ENSG00000172900"	71093647	71118818	"-"	"inside"	276	133	"shortestDistance"
"chr11"	71281942	71282242	301	"*"	"0227"	"ENSG00000248903"	71279726	71279980	"+"	"downstream"	2366	1962	"shortestDistance"
"chr11"	71955789	71956254	466	"*"	"0228"	"ENSG00000165462"	71950121	71955220	"-"	"upstream"	-802	569	"shortestDistance"
"chr11"	75389245	75390134	890	"*"	"0229"	"ENSG00000171533"	75297963	75380165	"-"	"upstream"	-9525	9080	"shortestDistance"
"chr11"	85396511	85396835	325	"*"	"0230"	"ENSG00000179071"	85394891	85397238	"-"	"inside"	565	403	"shortestDistance"
"chr11"	86383094	86383324	231	"*"	"0231"	"ENSG00000151376"	86152150	86383240	"-"	"overlapStart"	31	84	"shortestDistance"
"chr11"	86511400	86511419	20	"*"	"0232"	"ENSG00000150687"	86511563	86663952	"+"	"upstream"	-153	144	"shortestDistance"
"chr11"	107462617	107462786	170	"*"	"0233"	"ENSG00000110675"	107461817	107536210	"+"	"inside"	885	800	"shortestDistance"
"chr11"	107620935	107621476	542	"*"	"0234"	"ENSG00000254702"	107606735	107609444	"-"	"upstream"	-11762	11491	"shortestDistance"
"chr11"	112370498	112370798	301	"*"	"0235"	"ENSG00000254968"	112263841	112412639	"+"	"inside"	106807	41841	"shortestDistance"
"chr11"	115613089	115613388	300	"*"	"0236"	"ENSG00000288020"	115605566	115627644	"+"	"inside"	7672	7523	"shortestDistance"
"chr11"	117699743	117700231	489	"*"	"0237"	"ENSG00000255245"	117690878	117747382	"-"	"inside"	47395	8865	"shortestDistance"
"chr11"	120018377	120018779	403	"*"	"0238"	"ENSG00000137699"	119981994	120008821	"-"	"upstream"	-9757	9556	"shortestDistance"
"chr11"	120862698	120863157	460	"*"	"0239"	"ENSG00000149403"	120382409	120859613	"+"	"downstream"	480519	3085	"shortestDistance"
"chr11"	125008617	125008907	291	"*"	"0240"	"ENSG00000255475"	125002743	125009483	"-"	"inside"	721	576	"shortestDistance"
"chr11"	125985581	125985959	379	"*"	"0241"	"ENSG00000287666"	125991784	125997976	"-"	"downstream"	12206	5825	"shortestDistance"
"chr11"	126358582	126358961	380	"*"	"0242"	"ENSG00000149571"	126293253	126870666	"-"	"inside"	511894	65329	"shortestDistance"
"chr11"	133853862	133854020	159	"*"	"0243"	"ENSG00000255406"	133878110	133898297	"+"	"upstream"	-24169	24090	"shortestDistance"
"chr11"	134151912	134152361	450	"*"	"0244"	"ENSG00000166105"	134144139	134175202	"+"	"inside"	7997	7773	"shortestDistance"
"chr11"	134163563	134163770	208	"*"	"0245"	"ENSG00000166105"	134144139	134175202	"+"	"inside"	19527	11432	"shortestDistance"
"chr11"	134183398	134183582	185	"*"	"0246"	"ENSG00000254442"	134186676	134186982	"-"	"downstream"	3492	3094	"shortestDistance"
"chr11"	134214570	134214860	291	"*"	"0247"	"ENSG00000149328"	134201768	134246215	"+"	"inside"	12947	12802	"shortestDistance"
"chr11"	134721593	134721961	369	"*"	"0248"	"ENSG00000251226"	134605490	134633704	"+"	"downstream"	116287	87889	"shortestDistance"
"chr12"	2760154	2760608	455	"*"	"0249"	"ENSG00000151067"	2162464	2800576	"+"	"inside"	597917	39968	"shortestDistance"
"chr12"	2789130	2789426	297	"*"	"0250"	"ENSG00000246627"	2785167	2800284	"-"	"inside"	11006	3963	"shortestDistance"
"chr12"	9280707	9281095	389	"*"	"0251"	"ENSG00000256937"	9280379	9281241	"+"	"inside"	522	146	"shortestDistance"
"chr12"	13716842	13717165	324	"*"	"0252"	"ENSG00000273079"	13690271	14133297	"-"	"inside"	416293	26571	"shortestDistance"
"chr12"	26037277	26037987	711	"*"	"0253"	"ENSG00000256256"	26035888	26038788	"-"	"inside"	1156	801	"shortestDistance"
"chr12"	27304723	27305003	281	"*"	"0254"	"ENSG00000256226"	27258084	27314326	"-"	"inside"	9463	9323	"shortestDistance"
"chr12"	31006676	31006863	188	"*"	"0255"	"ENSG00000258118"	31014855	31015113	"+"	"upstream"	-8085	7992	"shortestDistance"
"chr12"	31079889	31080253	365	"*"	"0256"	"ENSG00000110900"	31079362	31108194	"+"	"inside"	709	527	"shortestDistance"
"chr12"	45980059	45980115	57	"*"	"0257"	"ENSG00000257657"	45869303	46004373	"-"	"inside"	24286	24258	"shortestDistance"
"chr12"	47224533	47225426	894	"*"	"0258"	"ENSG00000257261"	46777444	47270508	"+"	"inside"	447536	45082	"shortestDistance"
"chr12"	48404619	48404917	299	"*"	"0259"	"ENSG00000258203"	48399060	48405010	"-"	"inside"	242	93	"shortestDistance"
"chr12"	50281302	50281441	140	"*"	"0260"	"ENSG00000135472"	50260679	50297683	"-"	"inside"	16311	16242	"shortestDistance"
"chr12"	52115464	52115775	312	"*"	"0261"	"ENSG00000257851"	52106253	52107390	"-"	"upstream"	-8230	8074	"shortestDistance"
"chr12"	54519992	54520335	344	"*"	"0262"	"ENSG00000250742"	54519866	54526641	"+"	"inside"	298	126	"shortestDistance"
"chr12"	56078679	56079025	347	"*"	"0263"	"ENSG00000135424"	56078352	56101485	"-"	"inside"	22633	327	"shortestDistance"
"chr12"	57591562	57591991	430	"*"	"0264"	"ENSG00000221365"	57588287	57588359	"+"	"downstream"	3489	3203	"shortestDistance"
"chr12"	64062179	64062373	195	"*"	"0265"	"ENSG00000177990"	63952693	64062357	"-"	"overlapStart"	81	16	"shortestDistance"
"chr12"	65218539	65219147	609	"*"	"0266"	"ENSG00000286682"	65213959	65219735	"-"	"inside"	892	588	"shortestDistance"
"chr12"	65672588	65672916	329	"*"	"0267"	"ENSG00000174099"	65672423	65860687	"+"	"inside"	329	165	"shortestDistance"
"chr12"	69326589	69327349	761	"*"	"0268"	"ENSG00000135678"	69244955	69326951	"-"	"overlapStart"	-18	362	"shortestDistance"
"chr12"	69517192	69517539	348	"*"	"0269"	"ENSG00000252547"	69511348	69511432	"-"	"upstream"	-5934	5760	"shortestDistance"
"chr12"	71833582	71833981	400	"*"	"0270"	"ENSG00000139292"	71833578	71980090	"+"	"inside"	204	4	"shortestDistance"
"chr12"	94034867	94035188	322	"*"	"0271"	"ENSG00000186076"	94034598	94035362	"-"	"inside"	334	174	"shortestDistance"
"chr12"	98848793	98849228	436	"*"	"0272"	"ENSG00000227825"	98847613	98850923	"-"	"inside"	1913	1180	"shortestDistance"
"chr12"	98850541	98850873	333	"*"	"0273"	"ENSG00000227825"	98847613	98850923	"-"	"inside"	216	50	"shortestDistance"
"chr12"	106633114	106633513	400	"*"	"0274"	"ENSG00000136026"	106631659	106641798	"-"	"inside"	8484	1455	"shortestDistance"
"chr12"	108199604	108199952	349	"*"	"0275"	"ENSG00000257398"	108203260	108230963	"-"	"downstream"	31185	3308	"shortestDistance"
"chr12"	108237396	108237950	555	"*"	"0276"	"ENSG00000257398"	108203260	108230963	"-"	"upstream"	-6710	6433	"shortestDistance"
"chr12"	108258165	108258540	376	"*"	"0277"	"ENSG00000257951"	108274358	108277163	"+"	"upstream"	-16006	15818	"shortestDistance"
"chr12"	109717232	109717581	350	"*"	"0278"	"ENSG00000139445"	109715783	109747089	"-"	"inside"	29683	1449	"shortestDistance"
"chr12"	118210055	118210146	92	"*"	"0279"	"ENSG00000171435"	117890817	118406028	"-"	"inside"	195928	195882	"shortestDistance"
"chr12"	124601532	124601903	372	"*"	"0280"	"ENSG00000275389"	124570308	124573144	"+"	"downstream"	31410	28388	"shortestDistance"
"chr12"	130909049	130909449	401	"*"	"0281"	"ENSG00000060709"	130880682	131002410	"-"	"inside"	93161	28367	"shortestDistance"
"chr12"	131418235	131418727	493	"*"	"0282"	"ENSG00000111452"	131438452	131626014	"+"	"upstream"	-19971	19725	"shortestDistance"
"chr12"	132824058	132824714	657	"*"	"0283"	"ENSG00000256943"	132852030	132854915	"+"	"upstream"	-27644	27316	"shortestDistance"
"chr13"	24276065	24276498	434	"*"	"0284"	"ENSG00000127863"	24144509	24249028	"+"	"downstream"	131773	27037	"shortestDistance"
"chr13"	24477945	24478292	348	"*"	"0285"	"ENSG00000205863"	24464664	24476794	"-"	"upstream"	-1324	1151	"shortestDistance"
"chr13"	27333134	27333633	500	"*"	"0286"	"ENSG00000132975"	27329337	27334923	"-"	"inside"	1539	1290	"shortestDistance"
"chr13"	27589026	27589500	475	"*"	"0287"	"ENSG00000218198"	27591691	27592046	"-"	"downstream"	2783	2191	"shortestDistance"
"chr13"	28494751	28494983	233	"*"	"0288"	"ENSG00000139515"	28494137	28500450	"+"	"inside"	730	614	"shortestDistance"
"chr13"	29363193	29363346	154	"*"	"0289"	"ENSG00000236339"	29352695	29353074	"+"	"downstream"	10575	10119	"shortestDistance"
"chr13"	30002706	30003169	464	"*"	"0290"	"ENSG00000132938"	29394485	30080084	"+"	"inside"	608453	76915	"shortestDistance"
"chr13"	31684536	31684864	329	"*"	"0291"	"ENSG00000231894"	31637443	31689836	"+"	"inside"	47257	4972	"shortestDistance"
"chr13"	36705426	36705843	418	"*"	"0292"	"ENSG00000120669"	36742354	36788693	"-"	"downstream"	83059	36511	"shortestDistance"
"chr13"	39261279	39261345	67	"*"	"0293"	"ENSG00000150893"	39261214	39461268	"+"	"inside"	98	65	"shortestDistance"
"chr13"	43148464	43148766	303	"*"	"0294"	"ENSG00000120659"	43136872	43181310	"+"	"inside"	11743	11592	"shortestDistance"
"chr13"	45033438	45033686	249	"*"	"0295"	"ENSG00000225727"	45011193	45039057	"+"	"inside"	22369	5371	"shortestDistance"
"chr13"	46288196	46288458	263	"*"	"0296"	"ENSG00000174015"	46276455	46288694	"+"	"inside"	11872	236	"shortestDistance"
"chr13"	79693464	79693762	299	"*"	"0297"	"ENSG00000236277"	79664918	79668254	"+"	"downstream"	28695	25210	"shortestDistance"
"chr13"	92051774	92052321	548	"*"	"0298"	"ENSG00000179399"	92050875	93519490	"+"	"inside"	1173	899	"shortestDistance"
"chr13"	93879677	93880611	935	"*"	"0299"	"ENSG00000183098"	93879060	95060274	"+"	"inside"	1084	617	"shortestDistance"
"chr13"	95620143	95620719	577	"*"	"0300"	"ENSG00000287635"	95613025	95659674	"-"	"inside"	39243	7118	"shortestDistance"
"chr13"	100545860	100545895	36	"*"	"0301"	"ENSG00000286757"	100494133	100609421	"-"	"inside"	63543	51727	"shortestDistance"
"chr13"	108518216	108518962	747	"*"	"0302"	"ENSG00000204442"	107815858	108519083	"-"	"inside"	494	121	"shortestDistance"
"chr13"	108520522	108520740	219	"*"	"0303"	"ENSG00000286343"	108521171	108585851	"+"	"upstream"	-540	431	"shortestDistance"
"chr13"	110951309	110951487	179	"*"	"0304"	"ENSG00000187498"	110801310	110959504	"-"	"inside"	8106	8017	"shortestDistance"
"chr13"	111783554	111783817	264	"*"	"0305"	"ENSG00000233644"	111774999	111796611	"+"	"inside"	8687	8555	"shortestDistance"
"chr13"	114432839	114433224	386	"*"	"0306"	"ENSG00000185974"	114321470	114440708	"+"	"inside"	111562	7484	"shortestDistance"
"chr14"	22070107	22070584	478	"*"	"0307"	"ENSG00000273586"	22070032	22070976	"-"	"inside"	630	75	"shortestDistance"
"chr14"	22165625	22165936	312	"*"	"0308"	"ENSG00000256350"	22167176	22167373	"-"	"downstream"	1593	1240	"shortestDistance"
"chr14"	54853592	54853939	348	"*"	"0309"	"ENSG00000100526"	54863673	54886932	"+"	"upstream"	-9907	9734	"shortestDistance"
"chr14"	77354791	77354913	123	"*"	"0310"	"ENSG00000223174"	77356606	77356956	"+"	"upstream"	-1754	1693	"shortestDistance"
"chr14"	97090923	97091153	231	"*"	"0311"	"ENSG00000223299"	97104524	97104851	"-"	"downstream"	13813	13371	"shortestDistance"
"chr15"	26107001	26107409	409	"*"	"0312"	"ENSG00000206190"	25922420	26108355	"-"	"inside"	1150	946	"shortestDistance"
"chr15"	27128595	27128886	292	"*"	"0313"	"ENSG00000186297"	27112058	27193899	"+"	"inside"	16682	16537	"shortestDistance"
"chr15"	27287727	27288025	299	"*"	"0314"	"ENSG00000182256"	27216328	27787130	"+"	"inside"	71548	71399	"shortestDistance"
"chr15"	28249271	28249970	700	"*"	"0315"	"ENSG00000104044"	28000021	28344458	"-"	"inside"	94838	94488	"shortestDistance"
"chr15"	31369809	31370126	318	"*"	"0316"	"ENSG00000134160"	31293264	31393910	"-"	"inside"	23942	23784	"shortestDistance"
"chr15"	35084314	35084644	331	"*"	"0317"	"ENSG00000159251"	35080296	35087927	"-"	"inside"	3448	3283	"shortestDistance"
"chr15"	42307186	42307622	437	"*"	"0318"	"ENSG00000188089"	42273780	42343388	"-"	"inside"	35984	33406	"shortestDistance"
"chr15"	42342176	42342495	320	"*"	"0319"	"ENSG00000188089"	42273780	42343388	"-"	"inside"	1052	893	"shortestDistance"
"chr15"	44228110	44228443	334	"*"	"0320"	"ENSG00000171877"	44162959	44216512	"-"	"upstream"	-11764	11598	"shortestDistance"
"chr15"	44486833	44487537	705	"*"	"0321"	"ENSG00000166734"	44580917	44707956	"+"	"upstream"	-93732	93380	"shortestDistance"
"chr15"	49255141	49255486	346	"*"	"0322"	"ENSG00000185634"	49115938	49256116	"-"	"inside"	802	630	"shortestDistance"
"chr15"	51558892	51559079	188	"*"	"0323"	"ENSG00000137869"	51500254	51630807	"-"	"inside"	71821	58638	"shortestDistance"
"chr15"	52483713	52483881	169	"*"	"0324"	"ENSG00000259577"	52472225	52499112	"+"	"inside"	11572	11488	"shortestDistance"
"chr15"	56034978	56035449	472	"*"	"0325"	"ENSG00000166450"	55903742	56035350	"-"	"overlapStart"	136	99	"shortestDistance"
"chr15"	60865827	60866341	515	"*"	"0326"	"ENSG00000069667"	60780483	61521501	"-"	"inside"	655417	85344	"shortestDistance"
"chr15"	63227633	63227939	307	"*"	"0327"	"ENSG00000259394"	63245372	63246323	"+"	"upstream"	-17586	17433	"shortestDistance"
"chr15"	63324325	63324718	394	"*"	"0328"	"ENSG00000140416"	63334831	63358292	"+"	"upstream"	-10309	10113	"shortestDistance"
"chr15"	69590699	69591069	371	"*"	"0329"	"ENSG00000137819"	69591286	69700119	"+"	"upstream"	-402	217	"shortestDistance"
"chr15"	76453359	76453704	346	"*"	"0330"	"ENSG00000169758"	76352326	76497304	"+"	"inside"	101206	43600	"shortestDistance"
"chr15"	76552959	76553512	554	"*"	"0331"	"ENSG00000259581"	76551327	76554031	"-"	"inside"	795	519	"shortestDistance"
"chr15"	77208337	77208628	292	"*"	"0332"	"ENSG00000140386"	76640245	77197681	"-"	"upstream"	-10801	10656	"shortestDistance"
"chr15"	79852471	79852771	301	"*"	"0333"	"ENSG00000259493"	79851598	79852646	"-"	"overlapStart"	25	125	"shortestDistance"
"chr15"	80543971	80544379	409	"*"	"0334"	"ENSG00000259417"	80487823	80544555	"-"	"inside"	380	176	"shortestDistance"
"chr15"	80907850	80908015	166	"*"	"0335"	"ENSG00000172379"	80696724	80890274	"+"	"downstream"	211208	17576	"shortestDistance"
"chr15"	84749227	84749259	33	"*"	"0336"	"ENSG00000259404"	84748920	84782428	"+"	"inside"	323	307	"shortestDistance"
"chr15"	85438164	85438547	384	"*"	"0337"	"ENSG00000156222"	85427885	85439277	"+"	"inside"	10471	730	"shortestDistance"
"chr15"	89285009	89285036	28	"*"	"0338"	"ENSG00000259676"	89340644	89341965	"-"	"downstream"	56943	55608	"shortestDistance"
"chr15"	89285425	89285745	321	"*"	"0339"	"ENSG00000259676"	89340644	89341965	"-"	"downstream"	56380	54899	"shortestDistance"
"chr15"	101198308	101198700	393	"*"	"0340"	"ENSG00000183475"	101142739	101191910	"+"	"downstream"	55765	6398	"shortestDistance"
"chr15"	102063504	102063969	466	"*"	"0341"	"ENSG00000277210"	102062800	102064942	"-"	"inside"	1206	704	"shortestDistance"
"chr16"	979923	980297	375	"*"	"0342"	"ENSG00000260439"	971073	984495	"+"	"inside"	9037	4198	"shortestDistance"
"chr16"	1061190	1061506	317	"*"	"0343"	"ENSG00000260496"	1041151	1050926	"-"	"upstream"	-10422	10264	"shortestDistance"
"chr16"	1075259	1075668	410	"*"	"0344"	"ENSG00000260496"	1041151	1050926	"-"	"upstream"	-24538	24333	"shortestDistance"
"chr16"	1194084	1194615	532	"*"	"0345"	"ENSG00000273551"	1198224	1198754	"-"	"downstream"	4404	3609	"shortestDistance"
"chr16"	1310779	1311263	485	"*"	"0346"	"ENSG00000196364"	1310953	1313846	"-"	"overlapEnd"	2825	174	"shortestDistance"
"chr16"	3265767	3266071	305	"*"	"0347"	"ENSG00000203581"	3265611	3266543	"+"	"inside"	308	156	"shortestDistance"
"chr16"	3306733	3306835	103	"*"	"0348"	"ENSG00000103313"	3292028	3306627	"-"	"upstream"	-157	106	"shortestDistance"
"chr16"	3613122	3613239	118	"*"	"0349"	"ENSG00000167984"	3589033	3627404	"-"	"inside"	14224	14165	"shortestDistance"
"chr16"	4004409	4004721	313	"*"	"0350"	"ENSG00000162104"	4012654	4166443	"-"	"downstream"	161878	7933	"shortestDistance"
"chr16"	8789849	8790227	379	"*"	"0351"	"ENSG00000183044"	8768474	8878427	"+"	"inside"	21564	21375	"shortestDistance"
"chr16"	9248596	9249120	525	"*"	"0352"	"ENSG00000220793"	9250259	9250738	"-"	"downstream"	1880	1139	"shortestDistance"
"chr16"	11000494	11001368	875	"*"	"0353"	"ENSG00000179583"	10971055	11018840	"+"	"inside"	29876	17472	"shortestDistance"
"chr16"	21367459	21367624	166	"*"	"0354"	"ENSG00000257403"	21358460	21363459	"+"	"downstream"	9082	4000	"shortestDistance"
"chr16"	32300422	32300694	273	"*"	"0355"	"ENSG00000261127"	32300868	32321876	"-"	"downstream"	21318	174	"shortestDistance"
"chr16"	32301468	32301908	441	"*"	"0356"	"ENSG00000261127"	32300868	32321876	"-"	"inside"	20188	600	"shortestDistance"
"chr16"	33571472	33571852	381	"*"	"0357"	"ENSG00000261580"	33571888	33572146	"+"	"upstream"	-226	36	"shortestDistance"
"chr16"	33627353	33627766	414	"*"	"0358"	"ENSG00000271178"	33629681	33630128	"+"	"upstream"	-2121	1915	"shortestDistance"
"chr16"	33718125	33718356	232	"*"	"0359"	"ENSG00000260781"	33709886	33739491	"-"	"inside"	21251	8239	"shortestDistance"
"chr16"	49671388	49671985	598	"*"	"0360"	"ENSG00000102935"	49521435	49860921	"-"	"inside"	189235	149953	"shortestDistance"
"chr16"	49901979	49902200	222	"*"	"0361"	"ENSG00000275155"	49880929	49881543	"-"	"upstream"	-20547	20436	"shortestDistance"
"chr16"	50613030	50614046	1017	"*"	"0362"	"ENSG00000140807"	50582307	50683160	"+"	"inside"	31231	30723	"shortestDistance"
"chr16"	57022496	57022794	299	"*"	"0363"	"ENSG00000140853"	57023410	57117436	"+"	"upstream"	-765	616	"shortestDistance"
"chr16"	68731901	68732228	328	"*"	"0364"	"ENSG00000062038"	68678896	68732939	"+"	"inside"	53168	711	"shortestDistance"
"chr16"	69985342	69985940	599	"*"	"0365"	"ENSG00000157322"	69984608	69998250	"+"	"inside"	1033	734	"shortestDistance"
"chr16"	71634711	71635187	477	"*"	"0366"	"ENSG00000260593"	71657611	71660719	"-"	"downstream"	25770	22424	"shortestDistance"
"chr16"	72994265	72994436	172	"*"	"0367"	"ENSG00000140836"	72816784	73082027	"-"	"inside"	87677	87591	"shortestDistance"
"chr16"	74285184	74285455	272	"*"	"0368"	"ENSG00000260471"	74254828	74255326	"+"	"downstream"	30492	29858	"shortestDistance"
"chr16"	74432123	74432485	363	"*"	"0369"	"ENSG00000276822"	74426974	74427081	"-"	"upstream"	-5223	5042	"shortestDistance"
"chr16"	74454538	74454948	411	"*"	"0370"	"ENSG00000140839"	74442168	74455654	"-"	"inside"	911	706	"shortestDistance"
"chr16"	81187497	81187765	269	"*"	"0371"	"ENSG00000286759"	81185425	81187581	"+"	"overlapEnd"	2206	84	"shortestDistance"
"chr16"	83878546	83879062	517	"*"	"0372"	"ENSG00000230989"	83841448	83853342	"+"	"downstream"	37356	25204	"shortestDistance"
"chr16"	84058845	84058950	106	"*"	"0373"	"ENSG00000166558"	84043389	84075762	"-"	"inside"	16864	15456	"shortestDistance"
"chr16"	84270621	84270832	212	"*"	"0374"	"ENSG00000168418"	84252273	84273304	"-"	"inside"	2578	2472	"shortestDistance"
"chr16"	84476528	84477124	597	"*"	"0375"	"ENSG00000064270"	84402133	84497784	"+"	"inside"	74693	20660	"shortestDistance"
"chr16"	86538662	86538965	304	"*"	"0376"	"ENSG00000268388"	86508135	86542466	"-"	"inside"	3652	3501	"shortestDistance"
"chr16"	87551589	87552359	771	"*"	"0377"	"ENSG00000260750"	87526161	87530604	"+"	"downstream"	25813	20985	"shortestDistance"
"chr16"	88192938	88192969	32	"*"	"0378"	"ENSG00000260162"	88210895	88212252	"+"	"upstream"	-17941	17926	"shortestDistance"
"chr16"	88613664	88614245	582	"*"	"0379"	"ENSG00000179588"	88519688	88603439	"+"	"downstream"	94266	10225	"shortestDistance"
"chr17"	1067098	1067496	399	"*"	"0380"	"ENSG00000159842"	906758	1083168	"-"	"inside"	15871	15672	"shortestDistance"
"chr17"	1642480	1643980	1501	"*"	"0381"	"ENSG00000167716"	1619817	1641893	"+"	"downstream"	23413	587	"shortestDistance"
"chr17"	1644800	1645110	311	"*"	"0382"	"ENSG00000167711"	1646130	1658559	"+"	"upstream"	-1175	1020	"shortestDistance"
"chr17"	10010885	10011240	356	"*"	"0383"	"ENSG00000221486"	9974207	9974321	"+"	"downstream"	36855	36564	"shortestDistance"
"chr17"	10662442	10662768	327	"*"	"0384"	"ENSG00000264016"	10644574	10672406	"-"	"inside"	9801	9638	"shortestDistance"
"chr17"	12877116	12877562	447	"*"	"0385"	"ENSG00000280168"	12876350	12877151	"-"	"overlapStart"	-188	35	"shortestDistance"
"chr17"	16708125	16708543	419	"*"	"0386"	"ENSG00000264729"	16707941	16709021	"+"	"inside"	393	184	"shortestDistance"
"chr17"	27331269	27331462	194	"*"	"0387"	"ENSG00000063015"	27281919	27333163	"-"	"inside"	1797	1701	"shortestDistance"
"chr17"	28927982	28928489	508	"*"	"0388"	"ENSG00000248121"	28927814	28942998	"+"	"inside"	422	168	"shortestDistance"
"chr17"	29981962	29982298	337	"*"	"0389"	"ENSG00000266877"	29910181	29964562	"+"	"downstream"	71949	17400	"shortestDistance"
"chr17"	33700627	33700776	150	"*"	"0390"	"ENSG00000172716"	33677324	33700626	"-"	"upstream"	-76	1	"shortestDistance"
"chr17"	33825375	33825758	384	"*"	"0391"	"ENSG00000267369"	33825237	33826194	"+"	"inside"	329	138	"shortestDistance"
"chr17"	39068087	39068398	312	"*"	"0392"	"ENSG00000234477"	39077682	39132178	"+"	"upstream"	-9440	9284	"shortestDistance"
"chr17"	39890965	39891286	322	"*"	"0393"	"ENSG00000173805"	39877065	39890896	"-"	"upstream"	-230	69	"shortestDistance"
"chr17"	41737020	41737395	376	"*"	"0394"	"ENSG00000005102"	41717757	41739290	"-"	"inside"	2082	1895	"shortestDistance"
"chr17"	42672571	42672931	361	"*"	"0395"	"ENSG00000271222"	42673714	42674712	"+"	"upstream"	-963	783	"shortestDistance"
"chr17"	45867278	45867393	116	"*"	"0396"	"ENSG00000006025"	45884738	45899160	"-"	"downstream"	31824	17345	"shortestDistance"
"chr17"	46811749	46812095	347	"*"	"0397"	"ENSG00000242407"	46810453	46811250	"+"	"downstream"	1469	499	"shortestDistance"
"chr17"	48152813	48153256	444	"*"	"0398"	"ENSG00000005884"	48133474	48167845	"+"	"inside"	19560	14589	"shortestDistance"
"chr17"	54820912	54821428	517	"*"	"0399"	"ENSG00000214226"	54869274	54911281	"-"	"downstream"	90111	47846	"shortestDistance"
"chr17"	55828058	55828487	430	"*"	"0400"	"ENSG00000166329"	55821842	55822673	"-"	"upstream"	-5599	5385	"shortestDistance"
"chr17"	56234630	56235105	476	"*"	"0401"	"ENSG00000229590"	56234389	56235161	"+"	"inside"	479	56	"shortestDistance"
"chr17"	56621164	56621500	337	"*"	"0402"	"ENSG00000181013"	56618948	56621729	"-"	"inside"	397	229	"shortestDistance"
"chr17"	60827529	60828093	565	"*"	"0403"	"ENSG00000173838"	60778675	60884014	"-"	"inside"	56203	48854	"shortestDistance"
"chr17"	61987215	61987810	596	"*"	"0404"	"ENSG00000204414"	61986957	61988649	"-"	"inside"	1137	258	"shortestDistance"
"chr17"	64880898	64881310	413	"*"	"0405"	"ENSG00000075429"	64831235	64881603	"+"	"inside"	49869	293	"shortestDistance"
